applicant_id,m_1,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,m_10,m_11,m_12,loan_status
LN-11303,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11304,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11305,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11306,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11307,0,0,1,0,1,0,0,0,0,0,0,0,0
LN-11308,0,1,2,1,0,0,1,0,1,0,1,2,1
LN-11309,0,1,2,1,0,0,0,1,0,0,1,0,1
LN-11310,0,0,1,2,1,2,1,2,1,2,1,2,1
LN-11311,0,1,0,0,1,2,3,3,3,3,3,3,1
LN-11312,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11313,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11314,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11315,1,0,0,0,0,0,0,1,2,3,3,3,1
LN-11316,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11317,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11318,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-11319,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11320,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11321,0,1,0,1,0,0,1,0,0,1,2,3,1
LN-11322,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11323,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11324,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11325,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11326,1,0,1,2,1,0,0,1,2,1,0,1,1
LN-11327,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11328,0,0,1,0,0,0,0,1,2,3,3,3,1
LN-11329,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11330,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-11331,0,0,0,0,0,1,0,0,0,0,1,0,0
LN-11332,0,1,2,1,2,1,0,0,0,1,2,3,1
LN-11333,0,0,0,0,1,2,3,3,3,3,3,3,1
LN-11334,0,0,1,2,1,0,1,0,1,2,3,3,1
LN-11335,0,0,1,0,1,2,3,3,3,3,3,3,1
LN-11336,0,0,0,0,0,0,1,2,3,3,3,3,1
LN-11337,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11338,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11339,0,1,0,1,2,1,2,1,2,1,2,3,1
LN-11340,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11341,1,2,1,0,1,0,0,0,0,1,2,3,1
LN-11342,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11343,0,0,0,0,0,0,0,1,0,0,0,1,1
LN-11344,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-11345,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11346,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11347,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11348,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11349,1,2,1,0,1,2,1,2,3,3,3,3,1
LN-11350,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-11351,0,0,0,1,0,0,1,2,3,3,3,3,1
LN-11352,0,0,1,0,0,0,1,2,1,0,0,0,1
LN-11353,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11354,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11355,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11356,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11357,0,1,0,1,0,1,0,1,0,0,1,0,1
LN-11358,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11359,1,2,1,0,1,0,0,0,0,1,0,0,1
LN-11360,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11361,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11362,1,2,1,0,1,2,3,3,3,3,3,3,1
LN-11363,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11364,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11365,0,0,1,0,1,0,0,0,0,0,0,0,0
LN-11366,0,0,1,2,1,2,1,2,1,0,1,0,1
LN-11367,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-11368,0,1,0,0,1,0,1,2,3,3,3,3,1
LN-11369,0,1,0,1,0,0,0,0,0,0,0,0,0
LN-11370,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11371,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11372,0,0,1,0,1,0,0,0,1,2,3,3,1
LN-11373,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11374,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11375,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11376,1,2,1,2,1,0,1,0,1,0,1,0,1
LN-11377,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11378,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11379,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11380,0,1,0,0,1,2,1,0,1,2,3,3,1
LN-11381,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11382,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11383,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11384,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11385,0,1,0,0,1,0,0,0,0,1,2,3,1
LN-11386,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11387,0,0,1,0,0,0,0,1,0,0,0,0,0
LN-11388,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11389,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11390,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11391,0,1,0,0,0,0,0,1,0,0,0,0,0
LN-11392,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-11393,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11394,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11395,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11396,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11397,0,1,0,0,1,0,1,0,1,2,3,3,1
LN-11398,0,0,0,0,1,0,1,2,1,0,1,2,1
LN-11399,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11400,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11401,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11402,1,0,1,0,0,1,2,3,3,3,3,3,1
LN-11403,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-11404,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11405,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11406,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11407,0,0,0,1,0,0,0,0,1,0,0,0,1
LN-11408,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11409,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11410,0,0,0,0,0,1,0,1,2,3,3,3,1
LN-11411,1,2,1,2,3,3,3,3,3,3,3,3,1
LN-11412,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11413,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11414,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11415,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11416,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11417,1,0,0,0,0,0,1,0,1,0,0,0,1
LN-11418,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11419,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11420,1,0,0,1,0,1,0,0,0,0,1,0,1
LN-11421,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11422,0,0,0,0,0,1,0,0,0,0,0,1,0
LN-11423,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11424,0,1,0,0,1,0,0,1,0,0,0,0,1
LN-11425,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11426,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11427,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11428,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11429,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11430,0,1,2,1,2,1,2,1,0,0,0,1,1
LN-11431,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11432,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11433,0,1,0,1,0,0,0,0,1,2,1,2,1
LN-11434,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11435,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11436,0,1,2,1,2,1,2,1,0,0,1,0,1
LN-11437,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11438,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11439,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11440,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11441,0,1,2,1,0,1,2,1,0,1,2,1,1
LN-11442,0,1,0,0,0,0,1,0,1,2,1,2,1
LN-11443,0,1,0,1,2,1,2,3,3,3,3,3,1
LN-11444,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11445,0,0,1,0,0,1,0,0,0,0,0,0,0
LN-11446,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11447,0,1,2,1,0,1,2,3,3,3,3,3,1
LN-11448,0,1,0,1,2,1,0,1,0,0,1,0,1
LN-11449,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11450,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11451,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11452,0,0,1,0,0,1,0,1,0,0,1,0,1
LN-11453,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11454,0,0,0,0,1,2,3,3,3,3,3,3,1
LN-11455,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11456,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11457,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11458,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11459,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11460,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11461,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11462,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11463,0,0,1,0,0,0,1,2,1,2,3,3,1
LN-11464,0,0,0,0,1,0,1,2,3,3,3,3,1
LN-11465,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11466,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11467,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11468,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11469,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11470,0,0,0,0,0,0,1,0,0,1,0,0,0
LN-11471,0,1,2,1,0,0,1,2,1,2,1,2,1
LN-11472,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11473,0,0,0,0,0,1,2,3,3,3,3,3,1
LN-11474,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11475,0,0,0,1,0,0,0,0,1,2,1,2,1
LN-11476,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11477,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-11478,0,1,0,0,0,0,0,0,1,2,3,3,1
LN-11479,0,1,0,0,1,2,1,0,1,2,3,3,1
LN-11480,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11481,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11482,0,0,0,0,0,1,0,1,0,1,2,3,1
LN-11483,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11484,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11485,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11486,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11487,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11488,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11489,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11490,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11491,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11492,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11493,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11494,0,0,1,2,1,2,3,3,3,3,3,3,1
LN-11495,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11496,1,0,1,0,0,0,1,2,1,2,1,0,1
LN-11497,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11498,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11499,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-11500,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-11501,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11502,0,1,2,1,2,1,2,3,3,3,3,3,1
LN-11503,0,1,0,0,0,0,0,1,0,0,1,2,1
LN-11504,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11505,0,0,0,1,0,1,2,1,2,1,2,1,1
LN-11506,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11507,1,0,0,0,1,2,1,0,0,0,1,2,1
LN-11508,0,0,0,0,0,0,1,2,1,0,0,0,1
LN-11509,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11510,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11511,0,1,0,0,0,1,2,3,3,3,3,3,1
LN-11512,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11513,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11514,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11515,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11516,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11517,0,0,1,0,0,0,0,1,2,3,3,3,1
LN-11518,0,1,0,0,1,0,1,0,1,2,3,3,1
LN-11519,1,0,0,0,0,0,0,1,0,1,0,0,0
LN-11520,0,1,0,0,1,0,0,0,0,0,0,1,0
LN-11521,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11522,0,0,0,1,2,1,2,1,0,0,1,0,1
LN-11523,0,0,1,0,0,1,0,1,0,1,0,0,1
LN-11524,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11525,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11526,0,0,1,0,1,0,0,0,0,0,1,0,1
LN-11527,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11528,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11529,0,0,0,0,1,2,3,3,3,3,3,3,1
LN-11530,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11531,0,0,1,0,0,0,1,0,0,0,0,0,0
LN-11532,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11533,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11534,0,0,1,0,0,0,0,0,1,0,1,2,1
LN-11535,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11536,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11537,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11538,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11539,0,0,0,1,0,1,0,0,1,0,1,2,1
LN-11540,0,0,0,0,0,0,0,0,0,1,2,3,1
LN-11541,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11542,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11543,1,2,1,2,1,0,1,0,1,2,1,2,1
LN-11544,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11545,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11546,0,1,0,0,1,0,1,2,1,2,1,2,1
LN-11547,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11548,0,1,0,1,0,0,1,2,3,3,3,3,1
LN-11549,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11550,1,0,1,0,1,2,3,3,3,3,3,3,1
LN-11551,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11552,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11553,0,1,0,0,1,2,1,2,1,2,1,2,1
LN-11554,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11555,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11556,0,0,1,0,0,0,0,0,0,0,1,0,0
LN-11557,0,0,0,1,0,1,2,1,0,0,1,2,1
LN-11558,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11559,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11560,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11561,1,2,1,2,1,2,1,2,1,2,3,3,1
LN-11562,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11563,0,0,0,0,0,0,0,1,0,1,2,3,1
LN-11564,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11565,1,2,1,0,0,0,0,1,0,1,2,1,1
LN-11566,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11567,0,0,0,0,0,0,1,0,0,1,0,0,0
LN-11568,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11569,0,1,2,1,2,1,2,1,2,3,3,3,1
LN-11570,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11571,0,0,0,1,0,0,1,2,3,3,3,3,1
LN-11572,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11573,0,1,0,0,1,2,3,3,3,3,3,3,1
LN-11574,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11575,0,0,1,0,0,0,0,0,0,0,0,0,0
LN-11576,1,0,0,0,1,0,0,1,2,3,3,3,1
LN-11577,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11578,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11579,1,0,1,0,1,0,1,0,0,0,1,2,1
LN-11580,0,0,0,1,0,0,1,2,1,2,3,3,1
LN-11581,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11582,1,0,1,0,0,1,2,1,2,1,2,1,1
LN-11583,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11584,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11585,0,0,0,1,2,1,2,1,2,1,0,1,1
LN-11586,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11587,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11588,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11589,0,1,0,1,2,1,0,1,0,0,0,1,1
LN-11590,1,2,1,0,0,1,2,3,3,3,3,3,1
LN-11591,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11592,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11593,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11594,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11595,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11596,0,1,0,1,0,0,1,2,1,2,1,2,1
LN-11597,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11598,0,1,0,0,0,0,1,0,1,0,0,0,1
LN-11599,1,2,1,0,0,1,2,3,3,3,3,3,1
LN-11600,1,0,1,2,1,2,1,0,0,0,1,0,1
LN-11601,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11602,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11603,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11604,0,0,0,0,0,0,0,0,0,0,0,1,0
LN-11605,0,1,0,0,0,1,2,1,2,3,3,3,1
LN-11606,1,0,0,0,0,0,0,0,0,0,0,0,0
LN-11607,0,0,0,1,2,1,0,1,0,1,0,1,1
LN-11608,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11609,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11610,0,1,0,0,0,0,0,0,0,0,1,0,0
LN-11611,0,0,0,0,1,0,0,1,0,0,1,0,1
LN-11612,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11613,0,0,1,0,0,0,0,0,1,2,1,0,1
LN-11614,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11615,0,0,1,0,0,0,0,1,2,1,2,3,1
LN-11616,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11617,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11618,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11619,1,0,0,1,2,1,0,1,0,1,2,1,1
LN-11620,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11621,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11622,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11623,1,0,0,1,2,3,3,3,3,3,3,3,1
LN-11624,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11625,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11626,0,0,0,0,0,1,0,0,0,1,2,3,1
LN-11627,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11628,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11629,0,0,0,1,0,0,0,1,2,3,3,3,1
LN-11630,1,0,1,0,0,0,1,0,0,1,2,1,1
LN-11631,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11632,0,0,1,2,1,0,1,0,1,0,1,2,1
LN-11633,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11634,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11635,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-11636,1,0,0,1,0,1,2,1,0,1,0,0,1
LN-11637,0,0,0,1,0,0,1,2,3,3,3,3,1
LN-11638,1,2,1,0,0,0,0,0,0,0,0,0,0
LN-11639,1,0,0,1,0,0,0,0,0,1,0,0,1
LN-11640,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11641,0,0,1,2,1,0,0,0,0,1,0,1,1
LN-11642,0,1,0,0,0,0,1,2,1,0,1,0,1
LN-11643,1,0,0,0,0,0,0,1,2,1,0,0,0
LN-11644,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11645,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11646,0,0,0,0,0,0,0,0,0,1,0,0,0
LN-11647,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11648,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11649,0,0,0,0,0,1,0,0,1,2,3,3,1
LN-11650,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11651,0,0,0,1,2,3,3,3,3,3,3,3,1
LN-11652,0,1,0,0,0,0,0,0,0,0,0,0,0
LN-11653,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11654,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11655,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11656,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11657,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11658,0,0,1,0,0,1,0,1,2,1,2,3,1
LN-11659,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11660,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11661,1,2,1,2,1,0,0,1,2,3,3,3,1
LN-11662,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11663,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11664,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11665,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11666,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11667,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11668,1,0,0,1,0,0,0,1,0,1,2,1,1
LN-11669,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11670,1,2,1,2,1,2,3,3,3,3,3,3,1
LN-11671,0,0,1,2,3,3,3,3,3,3,3,3,1
LN-11672,0,1,0,1,0,1,0,0,0,0,0,0,0
LN-11673,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11674,0,1,2,1,0,0,0,0,1,0,1,0,1
LN-11675,0,1,2,1,0,1,2,3,3,3,3,3,1
LN-11676,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11677,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11678,0,0,0,0,1,0,0,0,0,1,0,0,0
LN-11679,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11680,0,0,0,1,0,0,1,0,1,0,1,2,1
LN-11681,0,0,0,1,0,0,1,2,3,3,3,3,1
LN-11682,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-11683,0,1,2,1,0,0,1,0,1,0,1,0,1
LN-11684,0,1,0,1,2,3,3,3,3,3,3,3,1
LN-11685,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11686,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11687,1,0,1,2,3,3,3,3,3,3,3,3,1
LN-11688,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11689,1,0,1,2,1,2,1,0,1,2,1,0,1
LN-11690,1,0,0,0,0,1,0,0,1,0,0,0,1
LN-11691,0,1,2,1,2,1,2,3,3,3,3,3,1
LN-11692,0,0,0,0,1,0,0,0,0,0,0,0,0
LN-11693,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11694,0,0,0,0,1,2,1,2,1,0,0,0,1
LN-11695,0,0,0,0,0,0,1,0,0,0,0,0,0
LN-11696,1,2,1,0,1,0,1,2,3,3,3,3,1
LN-11697,0,0,1,0,0,1,2,3,3,3,3,3,1
LN-11698,0,0,0,1,0,0,0,0,0,0,0,0,0
LN-11699,0,1,2,1,2,1,0,1,2,1,2,3,1
LN-11700,1,0,0,0,1,0,0,1,2,3,3,3,1
LN-11701,0,0,0,0,0,1,0,0,0,0,0,0,0
LN-11702,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11703,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11704,0,1,0,0,0,0,0,0,0,0,0,1,1
LN-11705,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11706,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11707,0,0,0,0,0,0,0,1,0,0,0,0,0
LN-11708,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11709,1,2,1,2,1,2,3,3,3,3,3,3,1
LN-11710,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11711,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11712,1,2,1,0,0,0,0,1,0,1,2,1,1
LN-11713,1,2,1,2,1,2,3,3,3,3,3,3,1
LN-11714,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11715,1,0,0,0,0,0,0,0,1,0,0,0,0
LN-11716,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11717,0,1,2,3,3,3,3,3,3,3,3,3,1
LN-11718,0,0,0,0,0,0,0,0,0,0,1,0,0
LN-11719,0,1,2,1,2,3,3,3,3,3,3,3,1
LN-11720,1,2,3,3,3,3,3,3,3,3,3,3,1
LN-11721,0,0,0,1,0,0,0,1,2,3,3,3,1
LN-11722,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11723,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11724,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11725,0,0,0,0,0,0,0,0,1,0,0,0,0
LN-11726,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11727,0,0,1,0,1,0,1,2,3,3,3,3,1
LN-11728,0,0,1,0,0,1,0,0,0,0,0,0,0
LN-11729,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11730,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11731,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11732,1,2,1,0,0,0,0,0,1,2,1,2,1
LN-11733,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11734,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11735,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11736,0,0,0,0,0,0,0,0,0,0,0,0,0
LN-11737,1,0,0,0,0,0,0,0,0,0,0,0,1
